content,polarity
"Siapa yang gak tau giggle box? Orang bandung pasti tau. Makanannya memang khas disini itu stiknya banyak berbagai macam olahannya. Paling enak giggle box ciwalk, pemandangannya langsung ke luar ruangan hehe. Arsitektur nya juga seperti di eropa gitu hehe",positive
"Jangan hanya dilihat di luar, tapi beranikan masuk ke dalam, sebelum pesan makanan. Sambil menunggu pesanan makanan disuguhkan desain interior ruangan mengingatkan suatu tempat di luar sana yang memiliki jendela kaca jangkung lebih dari dua meter. Sebelum selesai eksplor menikmati interior makanan pesanan sudah dihidangkan kurang dari sepuluh menit *luar biasa Menu eropa mendominasi selain ada juga sepersekian menu likal. Lanjutan",positive
"Ga ada yang ngalahin iga garang asamnya. enak banget, bumbunya pas di lidah. kalau ga chicken spicy nya untuk yang suka pedas.",positive
Dengan lokasi yang strategis dan menu yang beragam plus harga yang ideal menjadikan restoran ini pas untuk meluangkan waktu sejenak buat mengisi perut. Pelayanan untuk rombongan pun sangat bagus. Pelayanannya cekatan.,positive
Restoran yang memiliki konsep unik di setiap gerainya. Makanan dan minumannya bervariasi dengan harga yang cukup murah untuk restoran sebagus itu. Dan dengan kualitas yang cukup baik. Suasananya pun mengasyikan dan betah untuk berlama-lama,positive
"makanan nya enak dan murah, tempat nongkrong nya asik dan unik. sangat terkejut dengan rasa dan penampilan makan nya yang enak tapi harga nya di bawah rata-rata. puas sekali. tapi pelayanan nya agak lambat.",positive
"seneng sama tempatnya, di jalan yang cukup sepi dan ga berisik. dalemnya enak, desainnya khas giggle box yang lucu banget. aku suka black pepper burger, dan kue - kue disitu.",positive
"Kalau ke bandung, sempatkan makan di giggle box. Kalau saya suka makan yang di karangsari ini, karena tempatnya lebih luas dari giggle box yang lain dan ada nuansa retro nya,,jadi dekorasinya itu menggunakan foto-foto era 60-90an, kalau makanan menurut saya standar makanan western di bandung",positive
"hal positif adalah chicken steaknya enak! hal negatifnya, konsepnya kurang rapi dan kurang nyaman, ruangan agak panas dan terlalu sempit.",positive
"makanan yang ditawarkan cukup variatif, kemudian pelyanan jga cepat. namun rasa makanannya biasa saja",positive
"Letahnya di jalan Progo, tak jauh dari lokasi perbelanjaan di Bandung, yaitu Jl. Riau. Giggle Box menyajikan menu khas Indonesia maupun barat. Makanan yang disajikan beragam dan cukup lezat dengan harga yang standard.",positive
"Dari luar, Gigglebox Caf & Resto Setiabudi ini tampak biasa-biasa aja. Tapi begitu masuk, wah saya langsung jatuh cinta dengan interiornya. Vintage banget! Bagian depan diisi dengan ruang-ruang kecil yang dibalut dengan wallpaper floral yang menghadirkan nuansa shabby chic atau frech style. Lukisan-lukisan lawas dipajang sebagai ornament dekoratif. Nuansa klasik elegan dipertegas dengan lampu gantung yang berpendar keemasan. Melalui ruangan. Lanjutan",positive
"tempatnya bagus dengan nuansa seperti rumah boneka, makanan nya sedang2 tp sesuai juga dengan harganya. untuk santai sangat cocok. tidak jauh dari tengah kota. Not bad. Must try !",positive
